,city,state,males,females,lat,lng,state_name,city_state,pop,murdersPerState
1956,Fairfield,AL,2,0,33.4757045,-86.91665388761741,Alabama,"Fairfield, Alabama",11117,258
1957,Fairview,AL,1,0,34.909808,-87.7436397,Alabama,"Fairview, Alabama",446,258
1958,Florence,AL,1,0,34.79981,-87.677251,Alabama,"Florence, Alabama",39319,258
1959,Fyffe,AL,1,0,34.450045,-85.9035374123561,Alabama,"Fyffe, Alabama",1018,258
1960,Gadsden,AL,3,1,33.9578455,-86.067800169164,Alabama,"Gadsden, Alabama",36856,258
1961,Geraldine,AL,1,0,34.3514798,-86.0008078,Alabama,"Geraldine, Alabama",896,258
1963,Gurley,AL,1,0,34.7000115,-86.3790034245192,Alabama,"Gurley, Alabama",801,258
1964,Heflin,AL,1,1,33.6489948,-85.5874584,Alabama,"Heflin, Alabama",3480,258
1965,Homewood,AL,1,0,33.4574265,-86.8071057592752,Alabama,"Homewood, Alabama",25167,258
1966,Hoover,AL,3,2,33.4348484,-86.81790268546621,Alabama,"Hoover, Alabama",81619,258
1967,Huntsville,AL,12,1,34.762807,-86.6840273747541,Alabama,"Huntsville, Alabama",180105,258
1968,Hurtsboro,AL,1,1,32.240029,-85.41477535213329,Alabama,"Hurtsboro, Alabama",553,258
1969,Jasper,AL,3,0,33.8312185,-87.2775053,Alabama,"Jasper, Alabama",14352,258
1970,Jefferson County,AL,2,3,33.5448325,-86.86080490281219,Alabama,"Jefferson County, Alabama",658466,258
1971,Lawrence County,AL,2,0,34.552202,-87.31782593297459,Alabama,"Lawrence County, Alabama",34339,258
1972,Limestone County,AL,1,0,34.7751356,-87.03178381964871,Alabama,"Limestone County, Alabama",82782,258
1973,Lincoln,AL,1,1,33.585009,-86.0913051319418,Alabama,"Lincoln, Alabama",6266,258
1974,Lipscomb,AL,1,0,33.4256646,-86.9266588,Alabama,"Lipscomb, Alabama",2210,258
1975,Madison,AL,2,1,34.7736807,-86.5675095,Alabama,"Madison, Alabama",42938,258
1976,Malvern,AL,1,1,31.1393439,-85.5191005,Alabama,"Malvern, Alabama",1448,258
1977,Midfield,AL,1,0,33.458251,-86.9102823747652,Alabama,"Midfield, Alabama",5365,258
1978,Midland City,AL,2,0,31.3190612,-85.4938239,Alabama,"Midland City, Alabama",2344,258
1979,Mobile,AL,22,3,30.6943566,-88.0430541,Alabama,"Mobile, Alabama",195111,258
1980,Montgomery,AL,30,6,32.343799,-86.2731660232944,Alabama,"Montgomery, Alabama",205764,258
1981,Nauvoo,AL,1,0,33.9895503,-87.4889033,Alabama,"Nauvoo, Alabama",221,258
1982,Northport,AL,1,0,33.229007,-87.5772293,Alabama,"Northport, Alabama",23330,258
1983,Opelika,AL,2,0,32.655255,-85.3828255926252,Alabama,"Opelika, Alabama",26477,258
1984,Orrville,AL,1,0,34.6673132,-86.9769524,Alabama,"Orrville, Alabama",204,258
1985,Oxford,AL,3,1,33.589896,-85.8368931575116,Alabama,"Oxford, Alabama",21348,258
1986,Ozark,AL,1,0,31.445645,-85.6380324350699,Alabama,"Ozark, Alabama",14907,258
1987,Phenix City,AL,3,0,32.4709761,-85.0007653,Alabama,"Phenix City, Alabama",32822,258
1988,Pleasant Grove,AL,3,0,33.500661,-86.97247076857299,Alabama,"Pleasant Grove, Alabama",10110,258
1989,Pleasant Valley,AL,1,0,34.0014863,-86.1271972,Alabama,"Pleasant Valley, Alabama",273,258
1990,Prattville,AL,3,0,32.4640245,-86.4596966,Alabama,"Prattville, Alabama",33960,258
1991,Prichard,AL,3,0,30.7707735,-88.1359866474208,Alabama,"Prichard, Alabama",22659,258
1992,Roanoke,AL,1,0,33.1841145,-85.3440866337983,Alabama,"Roanoke, Alabama",6074,258
1993,Rosalie,AL,1,0,34.699805,-85.7685836,Alabama,"Rosalie, Alabama",160,258
1994,Russellville,AL,1,0,34.5072915,-87.73324723960431,Alabama,"Russellville, Alabama",9830,258
1996,Section,AL,1,0,34.5913995,-85.9846441105496,Alabama,"Section, Alabama",770,258
1997,Selma,AL,6,2,32.417836,-87.0231317863436,Alabama,"Selma, Alabama",20756,258
1999,Sheffield,AL,2,0,34.7650888,-87.6986407,Alabama,"Sheffield, Alabama",9039,258
2000,Sylacauga,AL,1,0,33.1795865,-86.2618499775959,Alabama,"Sylacauga, Alabama",12749,258
2001,Talladega,AL,1,0,33.5309404,-85.8304195,Alabama,"Talladega, Alabama",15676,258
2002,Troy,AL,3,0,31.8072405,-85.95791119142301,Alabama,"Troy, Alabama",18033,258
2003,Trussville,AL,1,0,33.6196266,-86.6084342,Alabama,"Trussville, Alabama",19933,258
2004,Tuscaloosa,AL,7,1,33.2762256,-87.0671165,Alabama,"Tuscaloosa, Alabama",90468,258
2005,Tuskegee,AL,1,0,32.451898,-85.6828885200753,Alabama,"Tuskegee, Alabama",9865,258
2006,Valley,AL,3,1,32.8187406,-85.1793852,Alabama,"Valley, Alabama",9524,258
2007,Wedowee,AL,1,0,33.3056395,-85.49274657327369,Alabama,"Wedowee, Alabama",823,258
2008,Winston County,AL,1,1,34.1461755,-87.3733566363664,Alabama,"Winston County, Alabama",24484,258
2010,Calera,AL,0,1,33.1035045,-86.7505733,Alabama,"Calera, Alabama",11620,258
2011,Gardendale,AL,0,1,33.6601033,-86.8127702,Alabama,"Gardendale, Alabama",13893,258
2012,Madison County,AL,0,1,34.734366,-86.57214666246671,Alabama,"Madison County, Alabama",334811,258
2014,Ohatchee,AL,0,1,33.800914,-86.0542934629499,Alabama,"Ohatchee, Alabama",1170,258
2015,St. Clair County,AL,0,1,33.6925735,-86.3644199517724,Alabama,"St. Clair County, Alabama",83593,258
2017,Weaver,AL,0,1,33.7520457,-85.8113543,Alabama,"Weaver, Alabama",3038,258
2018,Albuquerque,NM,26,5,35.0877555,-106.737170962904,New Mexico,"Albuquerque, New Mexico",545852,83
2019,Albuquerque ,NM,1,0,35.0877555,-106.737170962904,New Mexico,"Albuquerque , New Mexico",545852,83
2020,Aztec,NM,1,0,36.8220629,-107.9928992,New Mexico,"Aztec, New Mexico",6763,83
2021,Bloomfield,NM,1,1,36.7111165,-107.9845116,New Mexico,"Bloomfield, New Mexico",20486,83
2022,Carlsbad,NM,4,0,32.4206736,-104.2288375,New Mexico,"Carlsbad, New Mexico",105328,83
2023,Clovis,NM,1,0,34.4047987,-103.2052272,New Mexico,"Clovis, New Mexico",95631,83
2024,Deming,NM,1,1,32.2686981,-107.7586404,New Mexico,"Deming, New Mexico",14855,83
2026,Farmington,NM,4,0,36.7304288,-108.2089191,New Mexico,"Farmington, New Mexico",5974,83
2027,Gallup,NM,1,0,35.521549,-108.751216264995,New Mexico,"Gallup, New Mexico",21678,83
2028,Hatch,NM,1,0,32.6651718,-107.1534387,New Mexico,"Hatch, New Mexico",1648,83
2029,Hobbs,NM,1,1,32.7026116,-103.1360403,New Mexico,"Hobbs, New Mexico",34122,83
2030,Las Cruces,NM,2,1,32.3140549,-106.7798135,New Mexico,"Las Cruces, New Mexico",97618,83
2031,Los Alamos,NM,1,0,35.8923665,-106.285595319926,New Mexico,"Los Alamos, New Mexico",17950,83
2032,Los Lunas,NM,1,2,34.8085625,-106.760981433643,New Mexico,"Los Lunas, New Mexico",14835,83
2033,Lovington,NM,1,0,32.9440077,-103.3485543,New Mexico,"Lovington, New Mexico",1130,83
2035,Rio Arriba County,NM,1,0,36.1225247,-105.7832504,New Mexico,"Rio Arriba County, New Mexico",40246,83
2036,Rio Rancho,NM,2,0,35.233375,-106.6644716,New Mexico,"Rio Rancho, New Mexico",87521,83
2037,Roswell,NM,2,0,33.3942655,-104.5230242,New Mexico,"Roswell, New Mexico",88346,83
2038,Santa Fe,NM,1,1,35.6869996,-105.9377997,New Mexico,"Santa Fe, New Mexico",1136,83
2039,Santa Fe County,NM,3,0,35.3278207,-105.7201939,New Mexico,"Santa Fe County, New Mexico",144170,83
2040,Silver City,NM,3,2,32.770075,-108.280326,New Mexico,"Silver City, New Mexico",245,83
2041,South Valley,NM,2,3,35.0100487,-106.6780809,New Mexico,"South Valley, New Mexico",264,83
2042,Springer,NM,1,0,36.3611445,-104.5952668,New Mexico,"Springer, New Mexico",1047,83
2043,Taos,NM,1,0,36.4072485,-105.5730665,New Mexico,"Taos, New Mexico",878,83
2044,Tucson,NM,2,0,36.738944,-107.972816,New Mexico,"Tucson, New Mexico",520116,83
2045,Tularosa,NM,1,0,33.073973,-106.0186025,New Mexico,"Tularosa, New Mexico",2842,83
2047,Alcoa,TN,2,1,35.7895271,-83.9737935,Tennessee,"Alcoa, Tennessee",8449,279
2048,Athens,TN,1,0,35.4428512,-84.5929898,Tennessee,"Athens, Tennessee",21897,279
2049,Bean Station,TN,2,0,36.3437017,-83.284062,Tennessee,"Bean Station, Tennessee",2826,279
2051,Bluff City,TN,1,0,36.4742705,-82.2609685,Tennessee,"Bluff City, Tennessee",124,279
2052,Bolivar,TN,1,0,35.2561937,-88.9878389,Tennessee,"Bolivar, Tennessee",1252,279
2053,Brighton,TN,1,0,35.0800851,-86.4391585,Tennessee,"Brighton, Tennessee",2945,279
2054,Bristol,TN,1,0,36.5951059,-82.1887444,Tennessee,"Bristol, Tennessee",60477,279
2055,Carroll County,TN,1,0,35.9698965,-88.4559250936084,Tennessee,"Carroll County, Tennessee",27446,279
2056,Chattanooga,TN,11,0,35.0737835,-85.10682140870911,Tennessee,"Chattanooga, Tennessee",461,279
2057,Clarksdale,TN,1,0,34.205603,-90.554808,Tennessee,"Clarksdale, Tennessee",17962,279
2058,Clarksville,TN,2,0,36.5285918,-87.3098696,Tennessee,"Clarksville, Tennessee",9178,279
2059,Cleveland,TN,2,0,35.1595182,-84.8766115,Tennessee,"Cleveland, Tennessee",1303,279
2060,Columbia,TN,1,0,35.6150716,-87.0352831,Tennessee,"Columbia, Tennessee",740,279
2061,Cookeville,TN,1,0,36.162839,-85.5016423,Tennessee,"Cookeville, Tennessee",30435,279
2062,Cordova,TN,1,0,35.1556451,-89.7761955,Tennessee,"Cordova, Tennessee",2095,279
2063,Crab Orchard,TN,3,1,35.9092367,-84.8780048,Tennessee,"Crab Orchard, Tennessee",841,279
2064,Decatur County,TN,1,0,35.61510135,-88.11228279107951,Tennessee,"Decatur County, Tennessee",27842,279
2065,Dickson,TN,1,0,36.0744719,-87.3385654,Tennessee,"Dickson, Tennessee",993,279
2067,East Ridge,TN,1,2,36.2994397,-82.3702242951424,Tennessee,"East Ridge, Tennessee",20979,279
2068,Elizabethton,TN,2,1,36.3487196,-82.2106876,Tennessee,"Elizabethton, Tennessee",14176,279
2069,Erin,TN,1,1,36.3209612,-87.6975827,Tennessee,"Erin, Tennessee",410,279
2070,Erwin,TN,2,2,36.1451082,-82.4168055,Tennessee,"Erwin, Tennessee",326,279
2071,Etowah,TN,1,0,35.3234065,-84.5249307,Tennessee,"Etowah, Tennessee",104430,279
2072,Gallatin,TN,1,0,36.3883031,-86.4475898,Tennessee,"Gallatin, Tennessee",5589,279
2073,Germantown,TN,1,0,35.0867577,-89.8100858,Tennessee,"Germantown, Tennessee",1269,279
2074,Gibson County,TN,1,0,36.009104,-88.9451899493309,Tennessee,"Gibson County, Tennessee",33503,279
2075,Grainger County,TN,1,1,36.250763,-83.5499015089414,Tennessee,"Grainger County, Tennessee",22657,279
2076,Greene County,TN,1,0,36.1704475,-82.90679593773699,Tennessee,"Greene County, Tennessee",9045,279
2077,Greeneville,TN,1,0,36.1631575,-82.8309861,Tennessee,"Greeneville, Tennessee",15062,279
2078,Greenfield,TN,2,0,36.1533982,-88.8006163,Tennessee,"Greenfield, Tennessee",16330,279
2079,Harrison,TN,1,0,35.1136838,-85.1380092,Tennessee,"Harrison, Tennessee",12943,279
2080,Hohenwald,TN,1,0,35.5478514,-87.5519629,Tennessee,"Hohenwald, Tennessee",3757,279
2081,Hornbeak,TN,1,0,36.3311777,-89.2964595,Tennessee,"Hornbeak, Tennessee",424,279
2082,Humboldt,TN,1,0,35.8197917,-88.9158953,Tennessee,"Humboldt, Tennessee",134623,279
2083,Huntingdon,TN,2,2,36.0006178,-88.4281063,Tennessee,"Huntingdon, Tennessee",45913,279
2084,Huron,TN,2,0,35.5881278,-88.532273,Tennessee,"Huron, Tennessee",6754,279
2085,Jackson,TN,6,1,35.614517,-88.813947,Tennessee,"Jackson, Tennessee",5228,279
2086,Jasper,TN,1,0,35.0742448,-85.6260789,Tennessee,"Jasper, Tennessee",14352,279
2087,Jefferson City,TN,1,0,36.122311,-83.4923961,Tennessee,"Jefferson City, Tennessee",9432,279
2088,Jonesborough,TN,1,1,36.2942723,-82.4734786,Tennessee,"Jonesborough, Tennessee",5051,279
2089,Kingsport,TN,1,0,36.5484341,-82.5618186,Tennessee,"Kingsport, Tennessee",48205,279
2090,Kingston,TN,1,0,35.8809084,-84.5085447,Tennessee,"Kingston, Tennessee",637,279
2091,Knoxville,TN,15,3,35.9584625,-83.952018895445,Tennessee,"Knoxville, Tennessee",731,279
2093,Lebanon,TN,3,0,36.208065,-86.2905052,Tennessee,"Lebanon, Tennessee",7308,279
2094,Lincoln County,TN,2,1,35.180651,-86.6013284394834,Tennessee,"Lincoln County, Tennessee",14134,279
2095,Louisville,TN,2,1,35.8217479,-84.0479643,Tennessee,"Louisville, Tennessee",519,279
2096,Maryville,TN,3,1,35.7564719,-83.9704593,Tennessee,"Maryville, Tennessee",7487,279
2097,Memphis,TN,82,10,35.1490215,-90.0516285,Tennessee,"Memphis, Tennessee",29,279
2098,Millington,TN,1,1,35.3414745,-89.8973084,Tennessee,"Millington, Tennessee",665,279
2099,Monterey,TN,1,0,36.1475642,-85.2683022,Tennessee,"Monterey, Tennessee",27810,279
2100,Murfreesboro,TN,1,1,35.845999,-86.3920452,Tennessee,"Murfreesboro, Tennessee",1641,279
2101,Nashville,TN,33,0,36.1949274,-86.7417714,Tennessee,"Nashville, Tennessee",4627,279
2102,New Market,TN,1,0,36.1039767,-83.5526751,Tennessee,"New Market, Tennessee",636,279
2103,Newport,TN,2,0,35.9670412,-83.1876578,Tennessee,"Newport, Tennessee",7879,279
2104,Pulaski,TN,1,0,35.1998023,-87.0308412,Tennessee,"Pulaski, Tennessee",382748,279
2105,Red Boiling Springs,TN,1,1,36.5333888,-85.8499798,Tennessee,"Red Boiling Springs, Tennessee",1112,279
2106,Ripley,TN,1,0,35.7453551,-89.5297973,Tennessee,"Ripley, Tennessee",86,279
2107,Rockwood,TN,1,0,35.8656284,-84.68494,Tennessee,"Rockwood, Tennessee",42,279
2108,Rossville,TN,1,0,35.0484242,-89.5425786,Tennessee,"Rossville, Tennessee",4105,279
2109,Santa Fe,TN,2,2,35.735069,-87.1280625,Tennessee,"Santa Fe, Tennessee",1136,279
2110,Seymour,TN,1,0,35.8810385,-83.7766217275262,Tennessee,"Seymour, Tennessee",16540,279
2111,Shelby County,TN,1,0,35.201907,-89.8665843628471,Tennessee,"Shelby County, Tennessee",195085,279
2112,Smyrna,TN,2,0,35.9828413,-86.5186045,Tennessee,"Smyrna, Tennessee",10023,279
2113,Spring Hill,TN,1,0,35.751179,-86.9300023,Tennessee,"Spring Hill, Tennessee",98,279
2114,Springfield,TN,3,0,36.5092119,-86.8849984,Tennessee,"Springfield, Tennessee",1451,279
2115,Sweetwater,TN,1,0,35.6014636,-84.4610394,Tennessee,"Sweetwater, Tennessee",13499,279
2116,Tallahassee,TN,1,0,35.9295608,-84.1125458,Tennessee,"Tallahassee, Tennessee",181376,279
2117,Tullahoma,TN,1,0,35.3620235,-86.2094342,Tennessee,"Tullahoma, Tennessee",18655,279
2118,Winchester,TN,1,0,35.1859163,-86.1122071,Tennessee,"Winchester, Tennessee",167,279
2119,knoxville,TN,1,0,35.9603948,-83.9210261,Tennessee,"knoxville, Tennessee",731,279
2120,Ashland City,TN,0,1,36.2742207,-87.0641699,Tennessee,"Ashland City, Tennessee",867,279
2121,Brentwood,TN,0,1,36.0325687,-86.7825235,Tennessee,"Brentwood, Tennessee",51481,279
2122,Covington,TN,0,1,35.5642474,-89.6464672,Tennessee,"Covington, Tennessee",37765,279
2123,Crossville,TN,0,1,35.9489566,-85.0269015,Tennessee,"Crossville, Tennessee",1862,279
2125,Hendersonville,TN,0,1,36.3047735,-86.6199957,Tennessee,"Hendersonville, Tennessee",13137,279
2126,Johnson County,TN,0,2,36.438022,-81.85199208266471,Tennessee,"Johnson County, Tennessee",25540,279
2128,Madisonville,TN,0,1,35.5197984,-84.3635338,Tennessee,"Madisonville, Tennessee",19591,279
2129,Mountain City,TN,0,2,36.4745636,-81.804838,Tennessee,"Mountain City, Tennessee",1088,279
2130,Wilson County,TN,0,1,36.157129,-86.3225115433768,Tennessee,"Wilson County, Tennessee",9409,279
2131,Algona,IA,1,0,43.0699663,-94.233019,Iowa,"Algona, Iowa",5560,56
2132,Ames,IA,2,0,42.0279667,-93.6447227259034,Iowa,"Ames, Iowa",58965,56
2133,Cedar Rapids,IA,1,0,41.9758872,-91.6704053,Iowa,"Cedar Rapids, Iowa",126326,56
2134,Clarinda,IA,1,0,40.7419352,-95.038313,Iowa,"Clarinda, Iowa",5572,56
2135,Clinton,IA,1,0,41.9054695,-90.5599971,Iowa,"Clinton, Iowa",2602,56
2136,Council Bluffs,IA,2,2,41.2621283,-95.8613912,Iowa,"Council Bluffs, Iowa",62230,56
2137,Davenport,IA,2,1,41.5236436,-90.5776368,Iowa,"Davenport, Iowa",2888,56
2138,Des Moines,IA,11,1,41.5910641,-93.6037149,Iowa,"Des Moines, Iowa",203433,56
2139,Dow City,IA,1,0,41.9288774,-95.49389,Iowa,"Dow City, Iowa",510,56
2140,Fort Madison,IA,1,0,40.6297632,-91.3151506,Iowa,"Fort Madison, Iowa",11051,56
2141,Iowa City,IA,1,0,41.6606893,-91.5302214,Iowa,"Iowa City, Iowa",67862,56
2142,Manhattan,IA,1,0,43.3910746,-95.1674964,Iowa,"Manhattan, Iowa",7051,56
2143,Marshalltown,IA,2,0,42.0448121,-92.9103964,Iowa,"Marshalltown, Iowa",27552,56
2144,Mediapolis,IA,1,0,41.008076,-91.1633978,Iowa,"Mediapolis, Iowa",1560,56
2145,Muscatine,IA,1,1,41.424473,-91.0432051,Iowa,"Muscatine, Iowa",22886,56
2146,North Liberty,IA,1,0,41.748868,-91.5972564,Iowa,"North Liberty, Iowa",1896,56
2147,Oelwein,IA,1,0,42.6733171,-91.9135036,Iowa,"Oelwein, Iowa",6415,56
2148,Pella,IA,1,0,41.4080534,-92.9163091,Iowa,"Pella, Iowa",176,56
2149,Perry,IA,1,0,41.8385989,-94.1071813,Iowa,"Perry, Iowa",10591,56
2150,Rock Island,IA,1,0,41.5123284,-90.5128488,Iowa,"Rock Island, Iowa",39018,56
2151,Rockwell City,IA,2,0,42.3952576,-94.6338671,Iowa,"Rockwell City, Iowa",1039,56
2152,Sioux City,IA,2,2,42.4966815,-96.4058782,Iowa,"Sioux City, Iowa",82684,56
2153,Storm Lake,IA,1,0,42.6410915,-95.2097179,Iowa,"Storm Lake, Iowa",10600,56
2154,Swisher,IA,1,0,41.845563,-91.6929542,Iowa,"Swisher, Iowa",879,56
2155,Waterloo,IA,5,1,42.4927641,-92.3429631,Iowa,"Waterloo, Iowa",203,56
2156,Waukee,IA,1,0,41.6116552,-93.8852266,Iowa,"Waukee, Iowa",13790,56
2157,Zearing,IA,1,0,42.1612414,-93.2970164,Iowa,"Zearing, Iowa",554,56
2158,Ankeny,IA,0,1,41.7318715,-93.6003837,Iowa,"Ankeny, Iowa",45582,56
2159,Alma,AR,3,1,35.4953205,-94.2336577705188,Arkansas,"Alma, Arkansas",5419,131
2160,Altheimer,AR,1,0,34.3192636,-91.8473565,Arkansas,"Altheimer, Arkansas",984,131
2161,Arkadelphia,AR,1,0,34.134076,-93.0694014421128,Arkansas,"Arkadelphia, Arkansas",10714,131
2162,Arkansas County,AR,1,0,34.2521305,-91.3938761527894,Arkansas,"Arkansas County, Arkansas",19019,131
2163,Ash Flat,AR,1,0,36.2239566,-91.6084751,Arkansas,"Ash Flat, Arkansas",1082,131
2164,Ashdown,AR,1,0,33.6753495,-94.1227402152542,Arkansas,"Ashdown, Arkansas",4723,131
2165,Batesville,AR,2,0,35.7888005,-91.6504819363218,Arkansas,"Batesville, Arkansas",10248,131
2166,Baxter County,AR,1,0,36.2428453,-92.1611652,Arkansas,"Baxter County, Arkansas",41513,131
2167,Benton,AR,1,0,36.3245177,-93.8778745,Arkansas,"Benton, Arkansas",49,131
2168,Blytheville,AR,1,0,35.9314365,-89.8944048888423,Arkansas,"Blytheville, Arkansas",15620,131
2169,Bryant,AR,1,0,34.5959265,-92.4890469,Arkansas,"Bryant, Arkansas",16688,131
2170,Cabot,AR,1,0,34.9803265,-92.0191611487111,Arkansas,"Cabot, Arkansas",23776,131
2171,Calico Rock,AR,1,0,36.1195143,-92.1359867,Arkansas,"Calico Rock, Arkansas",1545,131
2172,Cleburne County,AR,1,0,35.53682305,-92.0202937579034,Arkansas,"Cleburne County, Arkansas",14972,131
2173,Conway,AR,3,1,35.0886963,-92.4421011,Arkansas,"Conway, Arkansas",58908,131
2174,Delight,AR,1,0,34.0314949,-93.502959,Arkansas,"Delight, Arkansas",279,131
2175,Drew County,AR,1,0,33.5897655,-91.714928436691,Arkansas,"Drew County, Arkansas",18509,131
2176,Dumas,AR,1,0,33.8870477,-91.4917899,Arkansas,"Dumas, Arkansas",4706,131
2177,Fort Smith,AR,1,2,35.3857623,-94.3986725,Arkansas,"Fort Smith, Arkansas",86209,131
2178,Garland City,AR,1,0,33.3596803,-93.7098502,Arkansas,"Garland City, Arkansas",226876,131
2179,Garland County,AR,2,0,34.5814975,-93.10630902566032,Arkansas,"Garland County, Arkansas",96024,131
2180,Gentry,AR,1,0,36.2675793,-94.4846602,Arkansas,"Gentry, Arkansas",3158,131
2181,Haskell,AR,1,0,34.5014817,-92.636552,Arkansas,"Haskell, Arkansas",3990,131
2182,Heber Springs,AR,1,1,35.5068385,-92.0169177042202,Arkansas,"Heber Springs, Arkansas",7165,131
2183,Hope,AR,1,0,33.6670616,-93.5915665,Arkansas,"Hope, Arkansas",10095,131
2184,Hot Springs,AR,2,0,34.4310705,-93.04270133562272,Arkansas,"Hot Springs, Arkansas",35193,131
2185,Jacksonville,AR,4,0,34.8703682,-92.0830803050611,Arkansas,"Jacksonville, Arkansas",12548,131
2186,Jonesboro,AR,3,0,35.8209895,-90.66826059874,Arkansas,"Jonesboro, Arkansas",67263,131
2187,Judsonia,AR,1,0,35.270085,-91.6398575,Arkansas,"Judsonia, Arkansas",2019,131
2188,Lafayette County,AR,1,0,33.2503435,-93.59338600010832,Arkansas,"Lafayette County, Arkansas",7645,131
2189,Lake City,AR,1,0,35.821246,-90.4598160308217,Arkansas,"Lake City, Arkansas",2082,131
2190,Lawrence County,AR,1,0,36.070223,-91.0892757581189,Arkansas,"Lawrence County, Arkansas",34339,131
2191,Little Rock,AR,21,1,34.7464809,-92.2895948,Arkansas,"Little Rock, Arkansas",193524,131
2192,Magazine,AR,1,0,35.1509249,-93.8068652,Arkansas,"Magazine, Arkansas",847,131
2193,Magnolia,AR,1,0,33.3033665,-93.2170823698921,Arkansas,"Magnolia, Arkansas",11577,131
2194,Malvern,AR,1,0,34.3623149,-92.8129463,Arkansas,"Malvern, Arkansas",1448,131
2195,Melbourne,AR,1,0,36.0595148,-91.9084819,Arkansas,"Melbourne, Arkansas",1848,131
2196,Memphis,AR,1,0,35.1051769,-90.0705635,Arkansas,"Memphis, Arkansas",29,131
2197,Morrilton,AR,1,0,35.15385,-92.7444107293083,Arkansas,"Morrilton, Arkansas",6767,131
2198,Mountain Home,AR,1,0,36.358703,-92.344744989993,Arkansas,"Mountain Home, Arkansas",12448,131
2200,Newport,AR,2,1,35.623097,-91.2576021561017,Arkansas,"Newport, Arkansas",7879,131
2201,Norfolk,AR,1,0,36.1789922,-94.0990779,Arkansas,"Norfolk, Arkansas",1709,131
2202,North Little Rock,AR,3,1,34.7941368,-92.3579062,Arkansas,"North Little Rock, Arkansas",62304,131
2203,Ozark,AR,1,0,35.4998065,-93.8453282220298,Arkansas,"Ozark, Arkansas",14907,131
2204,Paragould,AR,3,0,36.0452505,-90.5170912818184,Arkansas,"Paragould, Arkansas",26113,131
2205,Pine Bluff,AR,9,1,34.210538,-92.0165290468023,Arkansas,"Pine Bluff, Arkansas",49083,131
2206,Pleasant Plains,AR,1,0,35.5500796,-91.6262486,Arkansas,"Pleasant Plains, Arkansas",349,131
2207,Pocahontas,AR,1,0,36.2662065,-90.9701031585472,Arkansas,"Pocahontas, Arkansas",6608,131
2208,Rector,AR,1,0,36.264507,-90.2946157728621,Arkansas,"Rector, Arkansas",1977,131
2210,Sardis,AR,2,0,34.5317605,-92.407933,Arkansas,"Sardis, Arkansas",999,131
2211,Searcy,AR,1,2,35.8867418,-92.4292259,Arkansas,"Searcy, Arkansas",22858,131
2212,Shannon Hills,AR,1,0,34.6200931,-92.3954325,Arkansas,"Shannon Hills, Arkansas",3143,131
2213,Stuttgart,AR,2,1,34.473245,-91.5373675546968,Arkansas,"Stuttgart, Arkansas",9326,131
2214,Swifton,AR,1,0,35.821742,-91.1284584,Arkansas,"Swifton, Arkansas",798,131
2215,Taylor,AR,1,1,33.1004108,-93.4610066,Arkansas,"Taylor, Arkansas",2375,131
2216,Texarkana,AR,2,1,33.4336685,-93.9908271446387,Arkansas,"Texarkana, Arkansas",29919,131
2217,West Fork,AR,1,0,35.9242477,-94.1885387,Arkansas,"West Fork, Arkansas",2317,131
